discount_20240615_1838;order_id;product_id;quantity_20240615_1838;unit_price_20240615_1838;discount_20240615_1840;quantity_20240615_1840;unit_price_20240615_1840;discount_20240615_2236;quantity_20240615_2236;unit_price_20240615_2236;discount;quantity;unit_price;customer_id;employee_id;freight;order_date;order_id;required_date;ship_address;ship_city;ship_country;ship_name;ship_postal_code;ship_region;ship_via;shipped_date
0.05;10492;42;20;11.2;0.05;20;11.2;0.05;20;11.2;0.05;20;11.2;BOTTM;3;62.89;1997-04-01;10492;1997-04-29;23 Tsawassen Blvd.;Tsawassen;Canada;Bottom-Dollar Markets;T2F 8M4;BC;1;1997-04-11
0.1;10493;65;15;16.8;0.1;15;16.8;0.1;15;16.8;0.1;15;16.8;LAMAI;4;10.64;1997-04-02;10493;1997-04-30;1 rue Alsace-Lorraine;Toulouse;France;'La maison d''Asie';31000;;3;1997-04-10
0.1;10493;66;10;13.6;0.1;10;13.6;0.1;10;13.6;0.1;10;13.6;LAMAI;4;10.64;1997-04-02;10493;1997-04-30;1 rue Alsace-Lorraine;Toulouse;France;'La maison d''Asie';31000;;3;1997-04-10
0.1;10493;69;10;28.8;0.1;10;28.8;0.1;10;28.8;0.1;10;28.8;LAMAI;4;10.64;1997-04-02;10493;1997-04-30;1 rue Alsace-Lorraine;Toulouse;France;'La maison d''Asie';31000;;3;1997-04-10
0;10494;56;30;30.4;0;30;30.4;0;30;30.4;0;30;30.4;COMMI;4;65.99;1997-04-02;10494;1997-04-30;Av. dos Lusíadas, 23;Sao Paulo;Brazil;Comércio Mineiro;05432-043;SP;2;1997-04-09
0;10495;23;10;7.2;0;10;7.2;0;10;7.2;0;10;7.2;LAUGB;3;4.65;1997-04-03;10495;1997-05-01;2319 Elm St.;Vancouver;Canada;Laughing Bacchus Wine Cellars;V3F 2K1;BC;3;1997-04-11
0;10495;41;20;7.7;0;20;7.7;0;20;7.7;0;20;7.7;LAUGB;3;4.65;1997-04-03;10495;1997-05-01;2319 Elm St.;Vancouver;Canada;Laughing Bacchus Wine Cellars;V3F 2K1;BC;3;1997-04-11
0;10495;77;5;10.4;0;5;10.4;0;5;10.4;0;5;10.4;LAUGB;3;4.65;1997-04-03;10495;1997-05-01;2319 Elm St.;Vancouver;Canada;Laughing Bacchus Wine Cellars;V3F 2K1;BC;3;1997-04-11
0.05;10496;31;20;10;0.05;20;10;0.05;20;10;0.05;20;10;TRADH;7;46.77;1997-04-04;10496;1997-05-02;Av. Inês de Castro, 414;Sao Paulo;Brazil;Tradiçao Hipermercados;05634-030;SP;2;1997-04-07
0;10497;56;14;30.4;0;14;30.4;0;14;30.4;0;14;30.4;LEHMS;7;36.21;1997-04-04;10497;1997-05-02;Magazinweg 7;Frankfurt a.M.;Germany;Lehmanns Marktstand;60528;;1;1997-04-07
0;10497;72;25;27.8;0;25;27.8;0;25;27.8;0;25;27.8;LEHMS;7;36.21;1997-04-04;10497;1997-05-02;Magazinweg 7;Frankfurt a.M.;Germany;Lehmanns Marktstand;60528;;1;1997-04-07
0;10497;77;25;10.4;0;25;10.4;0;25;10.4;0;25;10.4;LEHMS;7;36.21;1997-04-04;10497;1997-05-02;Magazinweg 7;Frankfurt a.M.;Germany;Lehmanns Marktstand;60528;;1;1997-04-07
0;10498;24;14;4.5;0;14;4.5;0;14;4.5;0;14;4.5;HILAA;8;29.75;1997-04-07;10498;1997-05-05;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;HILARION-Abastos;5022;Táchira;2;1997-04-11
0;10498;40;5;18.4;0;5;18.4;0;5;18.4;0;5;18.4;HILAA;8;29.75;1997-04-07;10498;1997-05-05;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;HILARION-Abastos;5022;Táchira;2;1997-04-11
0;10498;42;30;14;0;30;14;0;30;14;0;30;14;HILAA;8;29.75;1997-04-07;10498;1997-05-05;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;HILARION-Abastos;5022;Táchira;2;1997-04-11
0;10499;28;20;45.6;0;20;45.6;0;20;45.6;0;20;45.6;LILAS;4;102.02;1997-04-08;10499;1997-05-06;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Venezuela;LILA-Supermercado;3508;Lara;2;1997-04-16
0;10499;49;25;20;0;25;20;0;25;20;0;25;20;LILAS;4;102.02;1997-04-08;10499;1997-05-06;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Venezuela;LILA-Supermercado;3508;Lara;2;1997-04-16
0.05;10500;15;12;15.5;0.05;12;15.5;0.05;12;15.5;0.05;12;15.5;LAMAI;6;42.68;1997-04-09;10500;1997-05-07;1 rue Alsace-Lorraine;Toulouse;France;'La maison d''Asie';31000;;1;1997-04-17
0.05;10500;28;8;45.6;0.05;8;45.6;0.05;8;45.6;0.05;8;45.6;LAMAI;6;42.68;1997-04-09;10500;1997-05-07;1 rue Alsace-Lorraine;Toulouse;France;'La maison d''Asie';31000;;1;1997-04-17
0;10501;54;20;7.45;0;20;7.45;0;20;7.45;0;20;7.45;BLAUS;9;8.85;1997-04-09;10501;1997-05-07;Forsterstr. 57;Mannheim;Germany;Blauer See Delikatessen;68306;;3;1997-04-16
0;10502;45;21;9.5;0;21;9.5;0;21;9.5;0;21;9.5;PERIC;2;69.32;1997-04-10;10502;1997-05-08;Calle Dr. Jorge Cash 321;México D.F.;Mexico;Pericles Comidas clásicas;05033;;1;1997-04-29
0;10529;55;14;24;0;14;24;0;14;24;0;14;24;MAISD;5;66.69;1997-05-07;10529;1997-06-04;Rue Joseph-Bens 532;Bruxelles;Belgium;Maison Dewey;B-1180;;2;1997-05-09
0;10502;53;6;32.8;0;6;32.8;0;6;32.8;0;6;32.8;PERIC;2;69.32;1997-04-10;10502;1997-05-08;Calle Dr. Jorge Cash 321;México D.F.;Mexico;Pericles Comidas clásicas;05033;;1;1997-04-29
0;10502;67;30;14;0;30;14;0;30;14;0;30;14;PERIC;2;69.32;1997-04-10;10502;1997-05-08;Calle Dr. Jorge Cash 321;México D.F.;Mexico;Pericles Comidas clásicas;05033;;1;1997-04-29
0;10503;14;70;23.25;0;70;23.25;0;70;23.25;0;70;23.25;HUNGO;6;16.74;1997-04-11;10503;1997-05-09;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;2;1997-04-16
0;10503;65;20;21.05;0;20;21.05;0;20;21.05;0;20;21.05;HUNGO;6;16.74;1997-04-11;10503;1997-05-09;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;2;1997-04-16
0;10504;2;12;19;0;12;19;0;12;19;0;12;19;WHITC;4;59.13;1997-04-11;10504;1997-05-09;1029 - 12th Ave. S.;Seattle;USA;White Clover Markets;98124;WA;3;1997-04-18
0;10504;21;12;10;0;12;10;0;12;10;0;12;10;WHITC;4;59.13;1997-04-11;10504;1997-05-09;1029 - 12th Ave. S.;Seattle;USA;White Clover Markets;98124;WA;3;1997-04-18
0;10504;53;10;32.8;0;10;32.8;0;10;32.8;0;10;32.8;WHITC;4;59.13;1997-04-11;10504;1997-05-09;1029 - 12th Ave. S.;Seattle;USA;White Clover Markets;98124;WA;3;1997-04-18
0;10504;61;25;28.5;0;25;28.5;0;25;28.5;0;25;28.5;WHITC;4;59.13;1997-04-11;10504;1997-05-09;1029 - 12th Ave. S.;Seattle;USA;White Clover Markets;98124;WA;3;1997-04-18
0;10505;62;3;49.3;0;3;49.3;0;3;49.3;0;3;49.3;MEREP;3;7.13;1997-04-14;10505;1997-05-12;43 rue St. Laurent;Montréal;Canada;Mère Paillarde;H1J 1C3;Québec;3;1997-04-21
0.1;10506;25;18;14;0.1;18;14;0.1;18;14;0.1;18;14;KOENE;9;21.19;1997-04-15;10506;1997-05-13;Maubelstr. 90;Brandenburg;Germany;Königlich Essen;14776;;2;1997-05-02
0.1;10506;70;14;15;0.1;14;15;0.1;14;15;0.1;14;15;KOENE;9;21.19;1997-04-15;10506;1997-05-13;Maubelstr. 90;Brandenburg;Germany;Königlich Essen;14776;;2;1997-05-02
0.15;10507;43;15;46;0.15;15;46;0.15;15;46;0.15;15;46;ANTON;7;47.45;1997-04-15;10507;1997-05-13;Mataderos  2312;México D.F.;Mexico;Antonio Moreno Taquería;05023;;1;1997-04-22
0.15;10507;48;15;12.75;0.15;15;12.75;0.15;15;12.75;0.15;15;12.75;ANTON;7;47.45;1997-04-15;10507;1997-05-13;Mataderos  2312;México D.F.;Mexico;Antonio Moreno Taquería;05023;;1;1997-04-22
0;10508;13;10;6;0;10;6;0;10;6;0;10;6;OTTIK;1;4.99;1997-04-16;10508;1997-05-14;Mehrheimerstr. 369;Köln;Germany;Ottilies Käseladen;50739;;2;1997-05-13
0;10508;39;10;18;0;10;18;0;10;18;0;10;18;OTTIK;1;4.99;1997-04-16;10508;1997-05-14;Mehrheimerstr. 369;Köln;Germany;Ottilies Käseladen;50739;;2;1997-05-13
0;10509;28;3;45.6;0;3;45.6;0;3;45.6;0;3;45.6;BLAUS;4;0.15;1997-04-17;10509;1997-05-15;Forsterstr. 57;Mannheim;Germany;Blauer See Delikatessen;68306;;1;1997-04-29
0;10510;29;36;123.79;0;36;123.79;0;36;123.79;0;36;123.79;SAVEA;6;367.63;1997-04-18;10510;1997-05-16;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;3;1997-04-28
0.1;10510;75;36;7.75;0.1;36;7.75;0.1;36;7.75;0.1;36;7.75;SAVEA;6;367.63;1997-04-18;10510;1997-05-16;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;3;1997-04-28
0.15;10511;4;50;22;0.15;50;22;0.15;50;22;0.15;50;22;BONAP;4;350.64;1997-04-18;10511;1997-05-16;12, rue des Bouchers;Marseille;France;'Bon app''';13008;;3;1997-04-21
0.15;10511;7;50;30;0.15;50;30;0.15;50;30;0.15;50;30;BONAP;4;350.64;1997-04-18;10511;1997-05-16;12, rue des Bouchers;Marseille;France;'Bon app''';13008;;3;1997-04-21
0.15;10511;8;10;40;0.15;10;40;0.15;10;40;0.15;10;40;BONAP;4;350.64;1997-04-18;10511;1997-05-16;12, rue des Bouchers;Marseille;France;'Bon app''';13008;;3;1997-04-21
0.15;10512;24;10;4.5;0.15;10;4.5;0.15;10;4.5;0.15;10;4.5;FAMIA;7;3.53;1997-04-21;10512;1997-05-19;Rua Orós, 92;Sao Paulo;Brazil;Familia Arquibaldo;05442-030;SP;2;1997-04-24
0.15;10512;46;9;12;0.15;9;12;0.15;9;12;0.15;9;12;FAMIA;7;3.53;1997-04-21;10512;1997-05-19;Rua Orós, 92;Sao Paulo;Brazil;Familia Arquibaldo;05442-030;SP;2;1997-04-24
0.15;10512;47;6;9.5;0.15;6;9.5;0.15;6;9.5;0.15;6;9.5;FAMIA;7;3.53;1997-04-21;10512;1997-05-19;Rua Orós, 92;Sao Paulo;Brazil;Familia Arquibaldo;05442-030;SP;2;1997-04-24
0.15;10512;60;12;34;0.15;12;34;0.15;12;34;0.15;12;34;FAMIA;7;3.53;1997-04-21;10512;1997-05-19;Rua Orós, 92;Sao Paulo;Brazil;Familia Arquibaldo;05442-030;SP;2;1997-04-24
0.2;10513;21;40;10;0.2;40;10;0.2;40;10;0.2;40;10;WANDK;7;105.65;1997-04-22;10513;1997-06-03;Adenauerallee 900;Stuttgart;Germany;Die Wandernde Kuh;70563;;1;1997-04-28
0.2;10513;32;50;32;0.2;50;32;0.2;50;32;0.2;50;32;WANDK;7;105.65;1997-04-22;10513;1997-06-03;Adenauerallee 900;Stuttgart;Germany;Die Wandernde Kuh;70563;;1;1997-04-28
0.2;10513;61;15;28.5;0.2;15;28.5;0.2;15;28.5;0.2;15;28.5;WANDK;7;105.65;1997-04-22;10513;1997-06-03;Adenauerallee 900;Stuttgart;Germany;Die Wandernde Kuh;70563;;1;1997-04-28
0;10514;20;39;81;0;39;81;0;39;81;0;39;81;ERNSH;3;789.95;1997-04-22;10514;1997-05-20;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;2;1997-05-16
0;10514;28;35;45.6;0;35;45.6;0;35;45.6;0;35;45.6;ERNSH;3;789.95;1997-04-22;10514;1997-05-20;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;2;1997-05-16
0;10514;56;70;38;0;70;38;0;70;38;0;70;38;ERNSH;3;789.95;1997-04-22;10514;1997-05-20;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;2;1997-05-16
0;10514;65;39;21.05;0;39;21.05;0;39;21.05;0;39;21.05;ERNSH;3;789.95;1997-04-22;10514;1997-05-20;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;2;1997-05-16
0;10514;75;50;7.75;0;50;7.75;0;50;7.75;0;50;7.75;ERNSH;3;789.95;1997-04-22;10514;1997-05-20;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;2;1997-05-16
0.15;10515;9;16;97;0.15;16;97;0.15;16;97;0.15;16;97;QUICK;2;204.47;1997-04-23;10515;1997-05-07;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;1;1997-05-23
0;10515;16;50;17.45;0;50;17.45;0;50;17.45;0;50;17.45;QUICK;2;204.47;1997-04-23;10515;1997-05-07;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;1;1997-05-23
0;10515;27;120;43.9;0;120;43.9;0;120;43.9;0;120;43.9;QUICK;2;204.47;1997-04-23;10515;1997-05-07;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;1;1997-05-23
0.15;10515;33;16;2.5;0.15;16;2.5;0.15;16;2.5;0.15;16;2.5;QUICK;2;204.47;1997-04-23;10515;1997-05-07;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;1;1997-05-23
0.15;10515;60;84;34;0.15;84;34;0.15;84;34;0.15;84;34;QUICK;2;204.47;1997-04-23;10515;1997-05-07;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;1;1997-05-23
0.1;10516;18;25;62.5;0.1;25;62.5;0.1;25;62.5;0.1;25;62.5;HUNGO;2;62.78;1997-04-24;10516;1997-05-22;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;3;1997-05-01
0.1;10516;41;80;9.65;0.1;80;9.65;0.1;80;9.65;0.1;80;9.65;HUNGO;2;62.78;1997-04-24;10516;1997-05-22;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;3;1997-05-01
0;10516;42;20;14;0;20;14;0;20;14;0;20;14;HUNGO;2;62.78;1997-04-24;10516;1997-05-22;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;3;1997-05-01
0;10517;52;6;7;0;6;7;0;6;7;0;6;7;NORTS;3;32.07;1997-04-24;10517;1997-05-22;South House 300 Queensbridge;London;UK;North/South;SW7 1RZ;;3;1997-04-29
0;10517;59;4;55;0;4;55;0;4;55;0;4;55;NORTS;3;32.07;1997-04-24;10517;1997-05-22;South House 300 Queensbridge;London;UK;North/South;SW7 1RZ;;3;1997-04-29
0;10517;70;6;15;0;6;15;0;6;15;0;6;15;NORTS;3;32.07;1997-04-24;10517;1997-05-22;South House 300 Queensbridge;London;UK;North/South;SW7 1RZ;;3;1997-04-29
0;10518;24;5;4.5;0;5;4.5;0;5;4.5;0;5;4.5;TORTU;4;218.15;1997-04-25;10518;1997-05-09;Avda. Azteca 123;México D.F.;Mexico;Tortuga Restaurante;05033;;2;1997-05-05
0;10518;38;15;263.5;0;15;263.5;0;15;263.5;0;15;263.5;TORTU;4;218.15;1997-04-25;10518;1997-05-09;Avda. Azteca 123;México D.F.;Mexico;Tortuga Restaurante;05033;;2;1997-05-05
0;10518;44;9;19.45;0;9;19.45;0;9;19.45;0;9;19.45;TORTU;4;218.15;1997-04-25;10518;1997-05-09;Avda. Azteca 123;México D.F.;Mexico;Tortuga Restaurante;05033;;2;1997-05-05
0.05;10519;10;16;31;0.05;16;31;0.05;16;31;0.05;16;31;CHOPS;6;91.76;1997-04-28;10519;1997-05-26;Hauptstr. 31;Bern;Switzerland;Chop-suey Chinese;3012;;3;1997-05-01
0;10519;56;40;38;0;40;38;0;40;38;0;40;38;CHOPS;6;91.76;1997-04-28;10519;1997-05-26;Hauptstr. 31;Bern;Switzerland;Chop-suey Chinese;3012;;3;1997-05-01
0.05;10519;60;10;34;0.05;10;34;0.05;10;34;0.05;10;34;CHOPS;6;91.76;1997-04-28;10519;1997-05-26;Hauptstr. 31;Bern;Switzerland;Chop-suey Chinese;3012;;3;1997-05-01
0;10520;24;8;4.5;0;8;4.5;0;8;4.5;0;8;4.5;SANTG;7;13.37;1997-04-29;10520;1997-05-27;Erling Skakkes gate 78;Stavern;Norway;Santé Gourmet;4110;;1;1997-05-01
0;10520;53;5;32.8;0;5;32.8;0;5;32.8;0;5;32.8;SANTG;7;13.37;1997-04-29;10520;1997-05-27;Erling Skakkes gate 78;Stavern;Norway;Santé Gourmet;4110;;1;1997-05-01
0;10521;35;3;18;0;3;18;0;3;18;0;3;18;CACTU;8;17.22;1997-04-29;10521;1997-05-27;Cerrito 333;Buenos Aires;Argentina;Cactus Comidas para llevar;1010;;2;1997-05-02
0;10521;41;10;9.65;0;10;9.65;0;10;9.65;0;10;9.65;CACTU;8;17.22;1997-04-29;10521;1997-05-27;Cerrito 333;Buenos Aires;Argentina;Cactus Comidas para llevar;1010;;2;1997-05-02
0;10521;68;6;12.5;0;6;12.5;0;6;12.5;0;6;12.5;CACTU;8;17.22;1997-04-29;10521;1997-05-27;Cerrito 333;Buenos Aires;Argentina;Cactus Comidas para llevar;1010;;2;1997-05-02
0.2;10522;1;40;18;0.2;40;18;0.2;40;18;0.2;40;18;LEHMS;4;45.33;1997-04-30;10522;1997-05-28;Magazinweg 7;Frankfurt a.M.;Germany;Lehmanns Marktstand;60528;;1;1997-05-06
0;10522;8;24;40;0;24;40;0;24;40;0;24;40;LEHMS;4;45.33;1997-04-30;10522;1997-05-28;Magazinweg 7;Frankfurt a.M.;Germany;Lehmanns Marktstand;60528;;1;1997-05-06
0.2;10522;30;20;25.89;0.2;20;25.89;0.2;20;25.89;0.2;20;25.89;LEHMS;4;45.33;1997-04-30;10522;1997-05-28;Magazinweg 7;Frankfurt a.M.;Germany;Lehmanns Marktstand;60528;;1;1997-05-06
0.2;10522;40;25;18.4;0.2;25;18.4;0.2;25;18.4;0.2;25;18.4;LEHMS;4;45.33;1997-04-30;10522;1997-05-28;Magazinweg 7;Frankfurt a.M.;Germany;Lehmanns Marktstand;60528;;1;1997-05-06
0.1;10523;17;25;39;0.1;25;39;0.1;25;39;0.1;25;39;SEVES;7;77.63;1997-05-01;10523;1997-05-29;90 Wadhurst Rd.;London;UK;Seven Seas Imports;OX15 4NB;;2;1997-05-30
0.1;10523;20;15;81;0.1;15;81;0.1;15;81;0.1;15;81;SEVES;7;77.63;1997-05-01;10523;1997-05-29;90 Wadhurst Rd.;London;UK;Seven Seas Imports;OX15 4NB;;2;1997-05-30
0.1;10523;37;18;26;0.1;18;26;0.1;18;26;0.1;18;26;SEVES;7;77.63;1997-05-01;10523;1997-05-29;90 Wadhurst Rd.;London;UK;Seven Seas Imports;OX15 4NB;;2;1997-05-30
0.1;10523;41;6;9.65;0.1;6;9.65;0.1;6;9.65;0.1;6;9.65;SEVES;7;77.63;1997-05-01;10523;1997-05-29;90 Wadhurst Rd.;London;UK;Seven Seas Imports;OX15 4NB;;2;1997-05-30
0;10524;10;2;31;0;2;31;0;2;31;0;2;31;BERGS;1;244.79;1997-05-01;10524;1997-05-29;Berguvsvägen  8;Luleå;Sweden;Berglunds snabbköp;S-958 22;;2;1997-05-07
0;10524;30;10;25.89;0;10;25.89;0;10;25.89;0;10;25.89;BERGS;1;244.79;1997-05-01;10524;1997-05-29;Berguvsvägen  8;Luleå;Sweden;Berglunds snabbköp;S-958 22;;2;1997-05-07
0;10524;43;60;46;0;60;46;0;60;46;0;60;46;BERGS;1;244.79;1997-05-01;10524;1997-05-29;Berguvsvägen  8;Luleå;Sweden;Berglunds snabbköp;S-958 22;;2;1997-05-07
0;10524;54;15;7.45;0;15;7.45;0;15;7.45;0;15;7.45;BERGS;1;244.79;1997-05-01;10524;1997-05-29;Berguvsvägen  8;Luleå;Sweden;Berglunds snabbköp;S-958 22;;2;1997-05-07
0;10525;36;30;19;0;30;19;0;30;19;0;30;19;BONAP;1;11.06;1997-05-02;10525;1997-05-30;12, rue des Bouchers;Marseille;France;'Bon app''';13008;;2;1997-05-23
0.1;10525;40;15;18.4;0.1;15;18.4;0.1;15;18.4;0.1;15;18.4;BONAP;1;11.06;1997-05-02;10525;1997-05-30;12, rue des Bouchers;Marseille;France;'Bon app''';13008;;2;1997-05-23
0.15;10526;1;8;18;0.15;8;18;0.15;8;18;0.15;8;18;WARTH;4;58.59;1997-05-05;10526;1997-06-02;Torikatu 38;Oulu;Finland;Wartian Herkku;90110;;2;1997-05-15
0;10526;13;10;6;0;10;6;0;10;6;0;10;6;WARTH;4;58.59;1997-05-05;10526;1997-06-02;Torikatu 38;Oulu;Finland;Wartian Herkku;90110;;2;1997-05-15
0.15;10526;56;30;38;0.15;30;38;0.15;30;38;0.15;30;38;WARTH;4;58.59;1997-05-05;10526;1997-06-02;Torikatu 38;Oulu;Finland;Wartian Herkku;90110;;2;1997-05-15
0.1;10527;4;50;22;0.1;50;22;0.1;50;22;0.1;50;22;QUICK;7;41.9;1997-05-05;10527;1997-06-02;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;1;1997-05-07
0.1;10527;36;30;19;0.1;30;19;0.1;30;19;0.1;30;19;QUICK;7;41.9;1997-05-05;10527;1997-06-02;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;1;1997-05-07
0;10528;11;3;21;0;3;21;0;3;21;0;3;21;GREAL;6;3.35;1997-05-06;10528;1997-05-20;2732 Baker Blvd.;Eugene;USA;Great Lakes Food Market;97403;OR;2;1997-05-09
0.2;10528;33;8;2.5;0.2;8;2.5;0.2;8;2.5;0.2;8;2.5;GREAL;6;3.35;1997-05-06;10528;1997-05-20;2732 Baker Blvd.;Eugene;USA;Great Lakes Food Market;97403;OR;2;1997-05-09
0;10528;72;9;34.8;0;9;34.8;0;9;34.8;0;9;34.8;GREAL;6;3.35;1997-05-06;10528;1997-05-20;2732 Baker Blvd.;Eugene;USA;Great Lakes Food Market;97403;OR;2;1997-05-09
0;10529;68;20;12.5;0;20;12.5;0;20;12.5;0;20;12.5;MAISD;5;66.69;1997-05-07;10529;1997-06-04;Rue Joseph-Bens 532;Bruxelles;Belgium;Maison Dewey;B-1180;;2;1997-05-09
0;10529;69;10;36;0;10;36;0;10;36;0;10;36;MAISD;5;66.69;1997-05-07;10529;1997-06-04;Rue Joseph-Bens 532;Bruxelles;Belgium;Maison Dewey;B-1180;;2;1997-05-09
0;10530;17;40;39;0;40;39;0;40;39;0;40;39;PICCO;3;339.22;1997-05-08;10530;1997-06-05;Geislweg 14;Salzburg;Austria;Piccolo und mehr;5020;;2;1997-05-12
0;10530;43;25;46;0;25;46;0;25;46;0;25;46;PICCO;3;339.22;1997-05-08;10530;1997-06-05;Geislweg 14;Salzburg;Austria;Piccolo und mehr;5020;;2;1997-05-12
0;10530;61;20;28.5;0;20;28.5;0;20;28.5;0;20;28.5;PICCO;3;339.22;1997-05-08;10530;1997-06-05;Geislweg 14;Salzburg;Austria;Piccolo und mehr;5020;;2;1997-05-12
0;10530;76;50;18;0;50;18;0;50;18;0;50;18;PICCO;3;339.22;1997-05-08;10530;1997-06-05;Geislweg 14;Salzburg;Austria;Piccolo und mehr;5020;;2;1997-05-12
0;10531;59;2;55;0;2;55;0;2;55;0;2;55;OCEAN;7;8.12;1997-05-08;10531;1997-06-05;Ing. Gustavo Moncada 8585 Piso 20-A;Buenos Aires;Argentina;Océano Atlántico Ltda.;1010;;1;1997-05-19
0;10532;30;15;25.89;0;15;25.89;0;15;25.89;0;15;25.89;EASTC;7;74.46;1997-05-09;10532;1997-06-06;35 King George;London;UK;Eastern Connection;WX3 6FW;;3;1997-05-12
0;10532;66;24;17;0;24;17;0;24;17;0;24;17;EASTC;7;74.46;1997-05-09;10532;1997-06-06;35 King George;London;UK;Eastern Connection;WX3 6FW;;3;1997-05-12
0.05;10533;4;50;22;0.05;50;22;0.05;50;22;0.05;50;22;FOLKO;8;188.04;1997-05-12;10533;1997-06-09;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;1;1997-05-22
0;10533;72;24;34.8;0;24;34.8;0;24;34.8;0;24;34.8;FOLKO;8;188.04;1997-05-12;10533;1997-06-09;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;1;1997-05-22
0.05;10533;73;24;15;0.05;24;15;0.05;24;15;0.05;24;15;FOLKO;8;188.04;1997-05-12;10533;1997-06-09;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;1;1997-05-22
0;10534;30;10;25.89;0;10;25.89;0;10;25.89;0;10;25.89;LEHMS;8;27.94;1997-05-12;10534;1997-06-09;Magazinweg 7;Frankfurt a.M.;Germany;Lehmanns Marktstand;60528;;2;1997-05-14
0.2;10534;40;10;18.4;0.2;10;18.4;0.2;10;18.4;0.2;10;18.4;LEHMS;8;27.94;1997-05-12;10534;1997-06-09;Magazinweg 7;Frankfurt a.M.;Germany;Lehmanns Marktstand;60528;;2;1997-05-14
0.2;10534;54;10;7.45;0.2;10;7.45;0.2;10;7.45;0.2;10;7.45;LEHMS;8;27.94;1997-05-12;10534;1997-06-09;Magazinweg 7;Frankfurt a.M.;Germany;Lehmanns Marktstand;60528;;2;1997-05-14
0.1;10535;11;50;21;0.1;50;21;0.1;50;21;0.1;50;21;ANTON;4;15.64;1997-05-13;10535;1997-06-10;Mataderos  2312;México D.F.;Mexico;Antonio Moreno Taquería;05023;;1;1997-05-21
0.1;10535;40;10;18.4;0.1;10;18.4;0.1;10;18.4;0.1;10;18.4;ANTON;4;15.64;1997-05-13;10535;1997-06-10;Mataderos  2312;México D.F.;Mexico;Antonio Moreno Taquería;05023;;1;1997-05-21
0.1;10535;57;5;19.5;0.1;5;19.5;0.1;5;19.5;0.1;5;19.5;ANTON;4;15.64;1997-05-13;10535;1997-06-10;Mataderos  2312;México D.F.;Mexico;Antonio Moreno Taquería;05023;;1;1997-05-21
0.1;10535;59;15;55;0.1;15;55;0.1;15;55;0.1;15;55;ANTON;4;15.64;1997-05-13;10535;1997-06-10;Mataderos  2312;México D.F.;Mexico;Antonio Moreno Taquería;05023;;1;1997-05-21
0.25;10536;12;15;38;0.25;15;38;0.25;15;38;0.25;15;38;LEHMS;3;58.88;1997-05-14;10536;1997-06-11;Magazinweg 7;Frankfurt a.M.;Germany;Lehmanns Marktstand;60528;;2;1997-06-06
0;10536;31;20;12.5;0;20;12.5;0;20;12.5;0;20;12.5;LEHMS;3;58.88;1997-05-14;10536;1997-06-11;Magazinweg 7;Frankfurt a.M.;Germany;Lehmanns Marktstand;60528;;2;1997-06-06
0;10536;33;30;2.5;0;30;2.5;0;30;2.5;0;30;2.5;LEHMS;3;58.88;1997-05-14;10536;1997-06-11;Magazinweg 7;Frankfurt a.M.;Germany;Lehmanns Marktstand;60528;;2;1997-06-06
0.25;10536;60;35;34;0.25;35;34;0.25;35;34;0.25;35;34;LEHMS;3;58.88;1997-05-14;10536;1997-06-11;Magazinweg 7;Frankfurt a.M.;Germany;Lehmanns Marktstand;60528;;2;1997-06-06
0;10537;31;30;12.5;0;30;12.5;0;30;12.5;0;30;12.5;RICSU;1;78.85;1997-05-14;10537;1997-05-28;Starenweg 5;Genève;Switzerland;Richter Supermarkt;1204;;1;1997-05-19
